IDX	,	ID	,	FORM_NAME	,	TEXT_KOREA	,	TEXT_CHINA	,	TEXT_ENGLISH	,	TEXT_VIETNAM
954	,	BtnTitleActuator	,	CFormTeachOutRobot	,	동작	,	ACTUATOR	,	ACTUATOR	,	ACTUATOR
955	,	UcTeachVacuum1_DeviceName	,	CFormTeachOutRobot	,	P1	,	P1	,	P1	,	P1
956	,	UcTeachVacuum1_Vacuum	,	CFormTeachOutRobot	,	진공	,	VACUUM	,	VACUUM	,	VACUUM
957	,	UcTeachVacuum1_Blow	,	CFormTeachOutRobot	,	파기	,	BLOW	,	BLOW	,	BLOW
958	,	UcTeachVacuum1_Sensor	,	CFormTeachOutRobot	,	센서	,	SENSOR	,	SENSOR	,	SENSOR
959	,	UcTeachVacuum2_DeviceName	,	CFormTeachOutRobot	,	P2	,	P2	,	P2	,	P2
960	,	UcTeachVacuum2_Vacuum	,	CFormTeachOutRobot	,	진공	,	VACUUM	,	VACUUM	,	VACUUM
961	,	UcTeachVacuum2_Blow	,	CFormTeachOutRobot	,	파기	,	BLOW	,	BLOW	,	BLOW
962	,	UcTeachVacuum2_Sensor	,	CFormTeachOutRobot	,	센서	,	SENSOR	,	SENSOR	,	SENSOR
963	,	UcTeachCylinder1_DeviceName	,	CFormTeachOutRobot	,	P1 실린더	,	P1 CYLINDER	,	P1 CYLINDER	,	P1 CYLINDER
964	,	UcTeachCylinder1_Action1	,	CFormTeachOutRobot	,	복귀	,	RETURN	,	RETURN	,	RETURN
965	,	UcTeachCylinder1_Action2	,	CFormTeachOutRobot	,	회전	,	TURN	,	TURN	,	TURN
966	,	UcTeachCylinder2_DeviceName	,	CFormTeachOutRobot	,	P2 실린더	,	P2 CYLINDER	,	P2 CYLINDER	,	P2 CYLINDER
967	,	UcTeachCylinder2_Action1	,	CFormTeachOutRobot	,	복귀	,	RETURN	,	RETURN	,	RETURN
968	,	UcTeachCylinder2_Action2	,	CFormTeachOutRobot	,	회전	,	TURN	,	TURN	,	TURN
969	,	BtnUseBlowAutoOff	,	CFormTeachOutRobot	,	파기 자동 끄기 사용	,	USE BLOW AUTO OFF	,	USE BLOW AUTO OFF	,	USE BLOW AUTO OFF
970	,	BtnTitleOperationStatus	,	CFormTeachOutRobot	,	동작 상태	,	OPERATION STATUS	,	OPERATION STATUS	,	OPERATION STATUS
971	,	BtnTeachMode	,	CFormTeachOutRobot	,	티치 모드	,	TEACH MODE	,	TEACH MODE	,	TEACH MODE
972	,	BtnPlayBackMode	,	CFormTeachOutRobot	,	오토 모드	,	AUTO MODE	,	AUTO MODE	,	AUTO MODE
973	,	BtnRunningU1	,	CFormTeachOutRobot	,	RUNNING U1	,	RUNNING U1	,	RUNNING U1	,	RUNNING U1
974	,	BtnUnderStopping	,	CFormTeachOutRobot	,	UNDER STOP	,	UNDER STOP	,	UNDER STOP	,	UNDER STOP
975	,	BtnServoReady	,	CFormTeachOutRobot	,	서보	,	SERVO	,	SERVO	,	SERVO
976	,	BtnHomePosition	,	CFormTeachOutRobot	,	홈	,	HOME	,	HOME	,	HOME
977	,	BtnAlarm	,	CFormTeachOutRobot	,	알람	,	ALARM	,	ALARM	,	ALARM
978	,	BtnInposition	,	CFormTeachOutRobot	,	인포지션	,	INPOSITION	,	INPOSITION	,	INPOSITION
979	,	BtnBatteryWarning	,	CFormTeachOutRobot	,	배터리 경고	,	BATTERY WARNING	,	BATTERY WARNING	,	BATTERY WARNING
980	,	BtnTitleAction	,	CFormTeachOutRobot	,	동작	,	OPERATION	,	OPERATION	,	OPERATION
981	,	BtnStop	,	CFormTeachOutRobot	,	정지	,	STOP	,	STOP	,	STOP
982	,	BtnPause	,	CFormTeachOutRobot	,	일시 정지	,	PAUSE	,	PAUSE	,	PAUSE
983	,	BtnManualMode	,	CFormTeachOutRobot	,	매뉴얼 모드	,	MANUAL MODE	,	MANUAL MODE	,	MANUAL MODE
984	,	BtnMotorInitialize	,	CFormTeachOutRobot	,	로봇 초기화	,	ROBOT INITIALIZE	,	ROBOT INITIALIZE	,	ROBOT INITIALIZE
985	,	BtnPositionMove	,	CFormTeachOutRobot	,	위치 이동	,	POSITION MOVE	,	POSITION MOVE	,	POSITION MOVE
986	,	BtnSave	,	CFormTeachOutRobot	,	저장	,	SAVE	,	SAVE	,	SAVE
987	,	BtnPrevPosition	,	CFormTeachOutRobot	,	이전	,	PREVIOUS	,	PREVIOUS	,	PREVIOUS
988	,	BtnNextPosition	,	CFormTeachOutRobot	,	다음	,	NEXT	,	NEXT	,	NEXT
989	,	BtnPrevBatch	,	CFormTeachOutRobot	,	이전	,	PREVIOUS	,	PREVIOUS	,	PREVIOUS
990	,	BtnNextBatch	,	CFormTeachOutRobot	,	다음	,	NEXT	,	NEXT	,	NEXT
991	,	LblTitleJcmMode	,	CFormTeachOutRobot	,	JCM 모드 메뉴	,	JCM MODE MENU	,	JCM MODE MENU	,	JCM MODE MENU
992	,	BtnSubTitleJcmModeCheckTeaching	,	CFormTeachOutRobot	,	티칭 확인 위치 선택	,	SELECT CHECK TEACHING	,	SELECT CHECK TEACHING	,	SELECT CHECK TEACHING
993	,	BtnSubTitleJcmModeOffset	,	CFormTeachOutRobot	,	오프셋 설정	,	SET OFFSET	,	SET OFFSET	,	SET OFFSET
994	,	BtnJcmCmdT1	,	CFormTeachOutRobot	,	「T1」	,	「T1」	,	「T1」	,	「T1」
995	,	BtnJcmCmdT2	,	CFormTeachOutRobot	,	「T2」	,	「T2」	,	「T2」	,	「T2」
996	,	BtnJcmCmdT3	,	CFormTeachOutRobot	,	「T3」	,	「T3」	,	「T3」	,	「T3」
997	,	BtnJcmCmdT4	,	CFormTeachOutRobot	,	「T4」	,	「T4」	,	「T4」	,	「T4」
998	,	BtnJcmCmdT12	,	CFormTeachOutRobot	,	「T1_T2」: 동시	,	「T1_T2」: AtOnce	,	「T1_T2」: AtOnce	,	「T1_T2」: AtOnce
999	,	BtnJcmCmdT34	,	CFormTeachOutRobot	,	「T3_T4」: 동시	,	「T3_T4」: AtOnce	,	「T3_T4」: AtOnce	,	「T3_T4」: AtOnce
1000	,	BtnJcmCmdCrossing_T1_S2	,	CFormTeachOutRobot	,	「T1 + S2」: 교차	,	「T1 + S2」: Crossing	,	「T1 + S2」: Crossing	,	「T1 + S2」: Crossing
1001	,	BtnJcmCmdCrossing_T2_S1	,	CFormTeachOutRobot	,	「T2 + S1」: 교차	,	「T2 + S1」: Crossing	,	「T2 + S1」: Crossing	,	「T2 + S1」: Crossing
1002	,	BtnJcmCmdCrossing_T3_S4	,	CFormTeachOutRobot	,	「T3 + S4」: 교차	,	「T3 + S4」: Crossing	,	「T3 + S4」: Crossing	,	「T3 + S4」: Crossing
1003	,	BtnJcmCmdCrossing_T4_S3	,	CFormTeachOutRobot	,	「T4 + S3」: 교차	,	「T4 + S3」: Crossing	,	「T4 + S3」: Crossing	,	「T4 + S3」: Crossing
1004	,	BtnJcmCmdCrossing_T12_S34	,	CFormTeachOutRobot	,	「T1_T2 + S3_S4」: 동시 && 교차	,	「T1_T2 + S3_S4」: AtOnce && Crossing	,	「T1_T2 + S3_S4」: AtOnce && Crossing	,	「T1_T2 + S3_S4」: AtOnce && Crossing
1005	,	BtnJcmCmdCrossing_T34_S12	,	CFormTeachOutRobot	,	「T3_T4 + S1_S2」: 동시 && 교차	,	「T3_T4 + S1_S2」: AtOnce && Crossing	,	「T3_T4 + S1_S2」: AtOnce && Crossing	,	「T3_T4 + S1_S2」: AtOnce && Crossing
1006	,	BtnJcmModeSave	,	CFormTeachOutRobot	,	저장	,	SAVE	,	SAVE	,	SAVE
1007	,	BtnJcmModeNoSave	,	CFormTeachOutRobot	,	취소	,	CANCEL	,	CANCEL	,	CANCEL
1008	,	BtnJcmMode	,	CFormTeachOutRobot	,	JCM 모드	,	JCM MODE	,	JCM MODE	,	JCM MODE
1009	,	BtnPrevJcm	,	CFormTeachOutRobot	,	이전	,	PREVIOUS	,	PREVIOUS	,	PREVIOUS
1010	,	BtnNextJcm	,	CFormTeachOutRobot	,	다음	,	NEXT	,	NEXT	,	NEXT
1011	,	BtnTitle	,	CFormTeachOutFlip	,	OUT플립	,	OUT-FLIP	,	OUT-FLIP	,	OUT-FLIP
1012	,	BtnMotorConveyorX	,	CFormTeachOutFlip	,	컨베이어 X2	,	CONVEYOR X2	,	CONVEYOR X2	,	CONVEYOR X2
1013	,	BtnMotorFlipZ	,	CFormTeachOutFlip	,	플립 Z	,	FLIP Z	,	FLIP Z	,	FLIP Z
1014	,	BtnMotorFlipR1	,	CFormTeachOutFlip	,	플립 R1 (P1)	,	FLIP R1 (P1)	,	FLIP R1 (P1)	,	FLIP R1 (P1)
1015	,	BtnMotorFlipR2	,	CFormTeachOutFlip	,	플립 R2 (P2)	,	FLIP R2 (P2)	,	FLIP R2 (P2)	,	FLIP R2 (P2)
1016	,	BtnTitlePosition	,	CFormTeachOutFlip	,	위치	,	POSITION	,	POSITION	,	Vị trí 
1017	,	BtnPrevPosition	,	CFormTeachOutFlip	,	이전	,	PREVIOUS	,	PREVIOUS	,	Trước ( PREVIOUS )
1018	,	BtnNextPosition	,	CFormTeachOutFlip	,	다음	,	NEXT	,	NEXT	,	Tiếp theo ( NEXT )
1019	,	BtnTitleBatchMove	,	CFormTeachOutFlip	,	일괄 이동	,	BATCH MOVE	,	BATCH MOVE	,	Vận hành đồng loạt 
1020	,	BtnPrevBatch	,	CFormTeachOutFlip	,	이전	,	NEXT	,	NEXT	,	NEXT
1021	,	BtnNextBatch	,	CFormTeachOutFlip	,	다음	,	PREVIOUS	,	PREVIOUS	,	PREVIOUS
1022	,	BtnBatchCmdSetZero	,	CFormTeachOutFlip	,	컨베이어 포지션 리셋	,	CONVEYOR POSITION RESET	,	CONVEYOR POSITION RESET	,	CONVEYOR POSITION RESET
1023	,	BtnBatchCmdLoadWait	,	CFormTeachOutFlip	,	투입 위치 이동 (OUT로봇)	,	MOVE LOAD POSITION (OUT-ROBOT)	,	MOVE LOAD POSITION (OUT-ROBOT)	,	MOVE LOAD POSITION (OUT-ROBOT)
1024	,	BtnBatchCmdUnload	,	CFormTeachOutFlip	,	자재 배출 (OUT컨베이어)	,	[PUT] UNLOAD PROCESS (OUT-CONVEYOR)	,	[PUT] UNLOAD PROCESS (OUT-CONVEYOR)	,	[PUT] UNLOAD PROCESS (OUT-CONVEYOR)
1025	,	BtnTitleActuator	,	CFormTeachOutFlip	,	동작	,	ACTUATOR	,	ACTUATOR	,	Vận hành
1026	,	UcTeachVacuum1_DeviceName	,	CFormTeachOutFlip	,	회전 P1	,	P1_1_T	,	P1_1_T	,	P1_1_T
1027	,	UcTeachVacuum1_Vacuum	,	CFormTeachOutFlip	,	진공	,	VACUUM	,	VACUUM	,	VACUUM
1028	,	UcTeachVacuum1_Blow	,	CFormTeachOutFlip	,	파기	,	BLOW	,	BLOW	,	BLOW
1029	,	UcTeachVacuum1_Sensor	,	CFormTeachOutFlip	,	센서	,	SENSOR	,	SENSOR	,	SENSOR
1030	,	UcTeachVacuum2_DeviceName	,	CFormTeachOutFlip	,	복귀 P1	,	P1_2_R	,	P1_2_R	,	P1_2_R
1031	,	UcTeachVacuum2_Vacuum	,	CFormTeachOutFlip	,	진공	,	VACUUM	,	VACUUM	,	VACUUM
1032	,	UcTeachVacuum2_Blow	,	CFormTeachOutFlip	,	파기	,	BLOW	,	BLOW	,	BLOW
1033	,	UcTeachVacuum2_Sensor	,	CFormTeachOutFlip	,	센서	,	SENSOR	,	SENSOR	,	SENSOR
1034	,	UcTeachVacuum3_DeviceName	,	CFormTeachOutFlip	,	회전 P2	,	P2_1_T	,	P2_1_T	,	P2_1_T
1035	,	UcTeachVacuum3_Vacuum	,	CFormTeachOutFlip	,	진공	,	VACUUM	,	VACUUM	,	VACUUM
1036	,	UcTeachVacuum3_Blow	,	CFormTeachOutFlip	,	파기	,	BLOW	,	BLOW	,	BLOW
1037	,	UcTeachVacuum3_Sensor	,	CFormTeachOutFlip	,	센서	,	SENSOR	,	SENSOR	,	SENSOR
1038	,	UcTeachVacuum4_DeviceName	,	CFormTeachOutFlip	,	복귀 P2	,	P2_2_R	,	P2_2_R	,	P2_2_R
1039	,	UcTeachVacuum4_Vacuum	,	CFormTeachOutFlip	,	진공	,	VACUUM	,	VACUUM	,	VACUUM
1040	,	UcTeachVacuum4_Blow	,	CFormTeachOutFlip	,	파기	,	BLOW	,	BLOW	,	BLOW
1041	,	UcTeachVacuum4_Sensor	,	CFormTeachOutFlip	,	센서	,	SENSOR	,	SENSOR	,	SENSOR
1042	,	BtnUseBlowAutoOff	,	CFormTeachOutFlip	,	파기 자동 끄기 사용	,	USE BLOW AUTO OFF	,	USE BLOW AUTO OFF	,	USE BLOW AUTO OFF
1043	,	BtnOutConveyorAutoMode	,	CFormTeachOutFlip	,	OUT컨베이어 자동 모드	,	OUT CONVEYOR AUTO MODE	,	OUT CONVEYOR AUTO MODE	,	OUT CONVEYOR AUTO MODE
1044	,	BtnOutConveyorManualMode	,	CFormTeachOutFlip	,	OUT컨베이어 수동 모드	,	OUT CONVEYOR MANUAL MODE	,	OUT CONVEYOR MANUAL MODE	,	OUT CONVEYOR MANUAL MODE
1045	,	BtnOutConveyorSensor1	,	CFormTeachOutFlip	,	자재 감지 센서 P1	,	CELL DETECT SENSOR P1	,	CELL DETECT SENSOR P1	,	CELL DETECT SENSOR P1
1046	,	BtnOutConveyorSensor2	,	CFormTeachOutFlip	,	자재 감지 센서 P2	,	CELL DETECT SENSOR P2	,	CELL DETECT SENSOR P2	,	CELL DETECT SENSOR P2
1047	,	BtnOutConveyorBlockedSensor	,	CFormTeachOutFlip	,	막힘 센서	,	BLOCKED SENSOR	,	BLOCKED SENSOR	,	BLOCKED SENSOR
1048	,	BtnTitle	,	CFormTeachOutShuttle	,	OUT셔틀	,	OUT-SHUTTLE	,	OUT-SHUTTLE	,	OUT-SHUTTLE
1049	,	BtnMotorStageX	,	CFormTeachOutShuttle	,	스테이지 X1	,	STAGE X1	,	STAGE X1	,	STAGE X1
1050	,	BtnTitlePosition	,	CFormTeachOutShuttle	,	위치	,	POSITION	,	POSITION	,	Vị trí 
1051	,	BtnPrevPosition	,	CFormTeachOutShuttle	,	이전	,	PREVIOUS	,	PREVIOUS	,	Trước ( PREVIOUS )
1052	,	BtnNextPosition	,	CFormTeachOutShuttle	,	다음	,	NEXT	,	NEXT	,	Tiếp theo ( NEXT )
1053	,	BtnTitleBatchMove	,	CFormTeachOutShuttle	,	일괄 이동	,	BATCH MOVE	,	BATCH MOVE	,	Vận hành đồng loạt 
1054	,	BtnPrevBatch	,	CFormTeachOutShuttle	,	이전	,	NEXT	,	NEXT	,	NEXT
1055	,	BtnNextBatch	,	CFormTeachOutShuttle	,	다음	,	PREVIOUS	,	PREVIOUS	,	PREVIOUS
1056	,	BtnBatchCmdMoveLoadPosition	,	CFormTeachOutShuttle	,	MOVE LOAD POSITION (OUT-FLIP)	,	MOVE LOAD POSITION (OUT-FLIP)	,	MOVE LOAD POSITION (OUT-FLIP)	,	MOVE LOAD POSITION (OUT-FLIP)
1057	,	BtnBatchCmdMoveUnloadPosition	,	CFormTeachOutShuttle	,	MOVE UNLOAD POSITION (LOWER-EQUIPMENT)	,	MOVE UNLOAD POSITION (LOWER-EQUIPMENT)	,	MOVE UNLOAD POSITION (LOWER-EQUIPMENT)	,	MOVE UNLOAD POSITION (LOWER-EQUIPMENT)
1058	,	BtnTitleActuator	,	CFormTeachOutShuttle	,	동작	,	ACTUATOR	,	ACTUATOR	,	Vận hành
1059	,	UcTeachVacuum1_DeviceName	,	CFormTeachOutShuttle	,	P1	,	P1	,	P1	,	P1
1060	,	UcTeachVacuum1_Vacuum	,	CFormTeachOutShuttle	,	진공	,	VACUUM	,	VACUUM	,	VACUUM
1061	,	UcTeachVacuum1_Blow	,	CFormTeachOutShuttle	,	파기	,	BLOW	,	BLOW	,	BLOW
1062	,	UcTeachVacuum1_Sensor	,	CFormTeachOutShuttle	,	센서	,	SENSOR	,	SENSOR	,	SENSOR
1063	,	UcTeachVacuum2_DeviceName	,	CFormTeachOutShuttle	,	P2	,	P2	,	P2	,	P2
1064	,	UcTeachVacuum2_Vacuum	,	CFormTeachOutShuttle	,	진공	,	VACUUM	,	VACUUM	,	VACUUM
1065	,	UcTeachVacuum2_Blow	,	CFormTeachOutShuttle	,	파기	,	BLOW	,	BLOW	,	BLOW
1066	,	UcTeachVacuum2_Sensor	,	CFormTeachOutShuttle	,	센서	,	SENSOR	,	SENSOR	,	SENSOR
1067	,	BtnUseBlowAutoOff	,	CFormTeachOutShuttle	,	파기 자동 끄기 사용	,	USE BLOW AUTO OFF	,	USE BLOW AUTO OFF	,	USE BLOW AUTO OFF
1068	,	BtnUserBase	,	CFormTitle	,	사용자	,	USER	,	USER	,	USER
1069	,	BtnCimBase	,	CFormTitle	,	CIM	,	CIM	,	CIM	,	CIM
1070	,	BtnConnectBase	,	CFormTitle	,	연결	,	CONNECT	,	CONNECT	,	CONNECT
1071	,	BtnStateBase	,	CFormTitle	,	상태	,	STATE	,	STATE	,	STATE
1072	,	BtnTitleVersionInfo	,	CFormTitle	,	버전 정보	,	VERSION INFORMATION	,	VERSION INFORMATION	,	Thông tin VERSION 
1073	,	mResourceTitleRepeatMove	,	SubBatchMotorRepeatMove	,	반복 이동	,	Repeat Move	,	Repeat Move	,	Repeat Move
1074	,	mResourceTitleRepeatProgress	,	SubBatchMotorRepeatMove	,	진행	,	Progress	,	Progress	,	Progress
