IDX	,	ID	,	FORM_NAME	,	TEXT_KOREA	,	TEXT_CHINA	,	TEXT_ENGLISH	,	TEXT_VIETNAM
517	,	BtnRecipeNoTitle	,	CFormSetupNachiOffsetData	,	레시피 번호	,	RECIPE NO	,	RECIPE NO	,	RECIPE NO
518	,	BtnOverrideSpeedTitle	,	CFormSetupNachiOffsetData	,	오버라이드 속도	,	OVERRIDE SPEED	,	OVERRIDE SPEED	,	OVERRIDE SPEED
519	,	BtnTitleCoordinateSystem	,	CFormSetupNachiOffsetData	,	로봇 좌표계	,	ROBOT COORDINATE SYSTEM	,	ROBOT COORDINATE SYSTEM	,	ROBOT COORDINATE SYSTEM
520	,	BtnLoad	,	CFormSetupNachiOffsetData	,	불러오기	,	LOAD	,	LOAD	,	LOAD
521	,	BtnSave	,	CFormSetupNachiOffsetData	,	저장	,	SAVE	,	SAVE	,	SAVE
522	,	mResourceTitleSelectItem	,	CFormSetupNachiOffsetData	,	선택 아이템	,	SELECT ITEM	,	SELECT ITEM	,	SELECT ITEM
523	,	mResourceProcessData[IN_ROBOT][P1]	,	CFormSetupNachiOffsetData	,	로드 (IN셔틀)	,	LOAD (IN-SHUTTLE)	,	LOAD (IN-SHUTTLE)	,	LOAD (IN-SHUTTLE)
524	,	mResourceProcessData[IN_ROBOT][P3]	,	CFormSetupNachiOffsetData	,	MCR	,	MCR	,	MCR	,	MCR
525	,	mResourceProcessData[IN_ROBOT][P4]	,	CFormSetupNachiOffsetData	,	언로드 (검사스테이지)	,	UNLOAD (INSPECTION-STAGE)	,	UNLOAD (INSPECTION-STAGE)	,	UNLOAD (INSPECTION-STAGE)
526	,	mResourceProcessData[OUT_ROBOT][P1]	,	CFormSetupNachiOffsetData	,	로드 (검사스테이지)	,	LOAD (INSPECTION-STAGE)	,	LOAD (INSPECTION-STAGE)	,	LOAD (INSPECTION-STAGE)
527	,	mResourceProcessData[OUT_ROBOT][P2]	,	CFormSetupNachiOffsetData	,	얼라인	,	ALIGN	,	ALIGN	,	ALIGN
528	,	mResourceProcessData[OUT_ROBOT][P4]	,	CFormSetupNachiOffsetData	,	언로드 (하류설비)	,	UNLOAD (LOWER-EQUIPMENT)	,	UNLOAD (LOWER-EQUIPMENT)	,	UNLOAD (LOWER-EQUIPMENT)
529	,	BtnToolPageFirst	,	CFormSetupNachiOffsetData	,	|◁	,	|◁	,	|◁	,	|◁
530	,	BtnToolPagePrivious	,	CFormSetupNachiOffsetData	,	이전	,	PREVIOUS	,	PREVIOUS	,	PREVIOUS
531	,	BtnToolPageNext	,	CFormSetupNachiOffsetData	,	다음	,	NEXT	,	NEXT	,	NEXT
532	,	BtnToolPageLast	,	CFormSetupNachiOffsetData	,	▷|	,	▷|	,	▷|	,	▷|
533	,	BtnTitle	,	CFormSetupVision	,	검사 비전	,	INSPECTION VISION	,	INSPECTION VISION	,	INSPECTION VISION
534	,	BtnTitleVision	,	CFormSetupVision	,	검사 비전 (투입셔틀 + 검사스테이지)	,	INSPECTION VISION (IN-SHUTTLE + INSPECTION-STAGE)	,	INSPECTION VISION (IN-SHUTTLE + INSPECTION-STAGE)	,	INSPECTION VISION (IN-SHUTTLE + INSPECTION-STAGE)
535	,	BtnTitleVisionParameter	,	CFormSetupVision	,	파라미터	,	PARAMETER	,	PARAMETER	,	PARAMETER
536	,	BtnTitlePulseWidthTime	,	CFormSetupVision	,	트리거 펄스 폭	,	TRIGGER PULSE WIDTH	,	TRIGGER PULSE WIDTH	,	TRIGGER PULSE WIDTH
537	,	BtnTitlePulsePeriodLength	,	CFormSetupVision	,	트리거 펄스 주기	,	TRIGGER PULSE PERIOD	,	TRIGGER PULSE PERIOD	,	TRIGGER PULSE PERIOD
538	,	BtnTitleInspectionVelocity	,	CFormSetupVision	,	검사 속도	,	INSPECTION VELOCITY	,	INSPECTION VELOCITY	,	INSPECTION VELOCITY
539	,	BtnTitleTriggerStartPosition	,	CFormSetupVision	,	트리거 구간 시작 위치	,	TRIGGER BLOCK START POSITION	,	TRIGGER BLOCK START POSITION	,	TRIGGER BLOCK START POSITION
540	,	BtnTitleTriggerEndPosition	,	CFormSetupVision	,	트리거 구간 끝 위치	,	TRIGGER BLOCK END POSITION	,	TRIGGER BLOCK END POSITION	,	TRIGGER BLOCK END POSITION
541	,	BtnTitleVisionVisionMode	,	CFormSetupVision	,	운영 모드	,	RUN MODE	,	RUN MODE	,	RUN MODE
542	,	BtnVisionVisionNormalMode	,	CFormSetupVision	,	사용	,	USE MODE	,	USE MODE	,	USE MODE
543	,	BtnVisionVisionBypassMode	,	CFormSetupVision	,	바이패스	,	BYPASS MODE	,	BYPASS MODE	,	BYPASS MODE
544	,	BtnVisionVisionErrorSkipMode	,	CFormSetupVision	,	에러스킵	,	ERROR SKIP MODE	,	ERROR SKIP MODE	,	ERROR SKIP MODE
545	,	BtnVisionVisionVirtualMode	,	CFormSetupVision	,	미사용	,	NOT USE MODE	,	NOT USE MODE	,	NOT USE MODE
546	,	BtnSave	,	CFormSetupVision	,	저장	,	SAVE	,	SAVE	,	SAVE
547	,	BtnStatisticsMenu[0]	,	CFormStatistics	,	생산	,	PRODUCTION	,	PRODUCTION	,	PRODUCTION
548	,	BtnStatisticsMenu[1]	,	CFormStatistics	,	알람	,	ALARM	,	ALARM	,	ALARM
549	,	BtnStatisticsMenu[2]	,	CFormStatistics	,	택타임	,	TACT TIME	,	TACT TIME	,	TACT TIME
550	,	BtnStatisticsMenu[3]	,	CFormStatistics	,	CIM MESSAGE	,	CIM MESSAGE	,	CIM MESSAGE	,	CIM MESSAGE
551	,	BtnStatisticsMenu[4]	,	CFormStatistics	,	CELL 로그	,	CELL LOG	,	CELL LOG	,	CELL LOG
552	,	BtnStatisticsMenu[5]	,	CFormStatistics	,	장비 손실 시간	,	EQUIPMENT LOSS	,	EQUIPMENT LOSS	,	Mất thời gian thiết bị (EQUIPMENT LOSS )
553	,	BtnStatisticsMenu[6]	,	CFormStatistics	,	인터페이스 손실 시간	,	EQ TO EQ LOSS	,	EQ TO EQ LOSS	,	Mất thời gian interface ( EQ TO EQ LOSS )
554	,	BtnStatisticsMenu[7]	,	CFormStatistics	,	설비 운영 모니터링	,	EQP MONITORING	,	EQP MONITORING	,	Giám sát vận hành thiết bị 
555	,	BtnStatisticsMenu[8]	,	CFormStatistics	,	CELL DB	,	CELL DB	,	CELL DB	,	CELL DB
556	,	BtnStatisticsMenu[9]	,	CFormStatistics	,	프로세스 DB	,	PROCESS DB	,	PROCESS DB	,	PROCESS DB
557	,	BtnStatisticsMenu[10]	,	CFormStatistics	,	이벤트 DB	,	EVENT DB	,	EVENT DB	,	EVENT DB
558	,	BtnTitle	,	CDialogNotification	,	알림	,	Notification	,	Notification	,	Notification
559	,	mResourceElapsed	,	CDialogNotification	,	경과시간: 	,	Elapsed: 	,	Elapsed: 	,	Elapsed: 
560	,	BtnSaveToCsv	,	CFormStatisticsAlarm	,	CSV로 저장	,	SAVE TO CSV	,	SAVE TO CSV	,	SAVE TO CSV
561	,	BtnSelectAsc	,	CFormStatisticsAlarm	,	검색 (오름차순)	,	SELECT (ASC)	,	SELECT (ASC)	,	Tìm kiếm (thứ tự tăng dần) ( SELECT (ASC) )
562	,	BtnSelectDesc	,	CFormStatisticsAlarm	,	검색 (내림차순)	,	SELECT (DESC)	,	SELECT (DESC)	,	Tìm kiếm (thứ tự giảm dần) ( SELECT (DESC) )
563	,	BtnOptionAllAlarm	,	CFormStatisticsAlarm	,	전체 알람	,	ALL ALARM	,	ALL ALARM	,	ALL ALARM
564	,	BtnOptionHeavyAlarm	,	CFormStatisticsAlarm	,	중알람	,	HEAVY ALARM	,	HEAVY ALARM	,	HEAVY ALARM
565	,	BtnOptionLightAlarm	,	CFormStatisticsAlarm	,	경알람	,	LIGHT ALARM	,	LIGHT ALARM	,	LIGHT ALARM
566	,	BtnOptionSilenceAlarm	,	CFormStatisticsAlarm	,	무언정지 알람	,	SLIENCE ALARM	,	SLIENCE ALARM	,	SLIENCE ALARM
567	,	BtnOptionViewRanking	,	CFormStatisticsAlarm	,	알람 랭킹 보기	,	VIEW ALARM RANKING	,	VIEW ALARM RANKING	,	Xem xếp hạng báo động ( VIEW ALARM RANKING )
568	,	BtnOptionViewGrouping	,	CFormStatisticsAlarm	,	그룹화된 알람 보기	,	VIEW ALARM GROUPING	,	VIEW ALARM GROUPING	,	VIEW ALARM GROUPING
569	,	BtnTitleCellLogItemList	,	CFormStatisticsCellLogItem	,	CELL 로그	,	CELL LOG	,	CELL LOG	,	CELL LOG
570	,	BtnSaveToCsv	,	CFormStatisticsCellLogItem	,	CSV로 저장	,	SAVE TO CSV	,	SAVE TO CSV	,	SAVE TO CSV
571	,	BtnSelectAsc	,	CFormStatisticsCellLogItem	,	검색 (오름차순)	,	SELECT (ASC)	,	SELECT (ASC)	,	Tìm kiếm (thứ tự tăng dần) ( SELECT (ASC) )
572	,	BtnSelectDesc	,	CFormStatisticsCellLogItem	,	검색 (내림차순)	,	SELECT (DESC)	,	SELECT (DESC)	,	Tìm kiếm (thứ tự giảm dần) ( SELECT (DESC) )
573	,	BtnStatisticsDBCell[0]	,	CFormStatisticsDBCell	,	INPUT	,	INPUT	,	INPUT	,	INPUT
574	,	BtnStatisticsDBCell[1]	,	CFormStatisticsDBCell	,	OUTPUT	,	OUTPUT	,	OUTPUT	,	OUTPUT
575	,	BtnStatisticsDBCell[2]	,	CFormStatisticsDBCell	,	TRACK IN	,	TRACK IN	,	TRACK IN	,	TRACK IN
576	,	BtnStatisticsDBCell[3]	,	CFormStatisticsDBCell	,	TRACK OUT	,	TRACK OUT	,	TRACK OUT	,	TRACK OUT
577	,	BtnStatisticsDBCell[4]	,	CFormStatisticsDBCell	,	MCR	,	MCR	,	MCR	,	MCR
578	,	BtnStatisticsDBCell[5]	,	CFormStatisticsDBCell	,	RESULT	,	RESULT	,	RESULT	,	RESULT
579	,	BtnSaveToCsv	,	CFormStatisticsDBCell	,	CSV로 저장	,	SAVE TO CSV	,	SAVE TO CSV	,	SAVE TO CSV
580	,	BtnSelectAsc	,	CFormStatisticsDBCell	,	검색 (오름차순)	,	SELECT (ASC)	,	SELECT (ASC)	,	SELECT (ASC)
581	,	BtnSelectDesc	,	CFormStatisticsDBCell	,	검색 (내림차순)	,	SELECT (DESC)	,	SELECT (DESC)	,	SELECT (DESC)
582	,	BtnStatisticsDBEvent[0]	,	CFormStatisticsDBEvent	,	ALARM	,	ALARM	,	ALARM	,	ALARM
583	,	BtnStatisticsDBEvent[1]	,	CFormStatisticsDBEvent	,	EQP STOP	,	EQP STOP	,	EQP STOP	,	EQP STOP
584	,	BtnStatisticsDBEvent[2]	,	CFormStatisticsDBEvent	,	TP CODE	,	TP CODE	,	TP CODE	,	TP CODE
585	,	BtnStatisticsDBEvent[3]	,	CFormStatisticsDBEvent	,	EQP UPPER LOSS TIME	,	EQP UPPER LOSS TIME	,	EQP UPPER LOSS TIME	,	EQP UPPER LOSS TIME
586	,	BtnStatisticsDBEvent[4]	,	CFormStatisticsDBEvent	,	EQP LOWER LOSS TIME	,	EQP LOWER LOSS TIME	,	EQP LOWER LOSS TIME	,	EQP LOWER LOSS TIME
587	,	BtnStatisticsDBEvent[5]	,	CFormStatisticsDBEvent	,	세이프티PLC 수정 이력	,	SAFETY PLC MODIFIED HISTORY	,	SAFETY PLC MODIFIED HISTORY	,	SAFETY PLC MODIFIED HISTORY
588	,	BtnSaveToCsv	,	CFormStatisticsDBEvent	,	CSV로 저장	,	SAVE TO CSV	,	SAVE TO CSV	,	SAVE TO CSV
589	,	BtnSelectAsc	,	CFormStatisticsDBEvent	,	검색 (오름차순)	,	SELECT (ASC)	,	SELECT (ASC)	,	Tìm kiếm (thứ tự tăng dần) ( SELECT (ASC) )
590	,	BtnSelectDesc	,	CFormStatisticsDBEvent	,	검색 (내림차순)	,	SELECT (DESC)	,	SELECT (DESC)	,	Tìm kiếm (thứ tự giảm dần) ( SELECT (DESC) )
591	,	BtnStatisticsDBMessage[0]	,	CFormStatisticsDBMessage	,	OP CALL	,	OP CALL	,	OP CALL	,	OP CALL
592	,	BtnStatisticsDBMessage[1]	,	CFormStatisticsDBMessage	,	INTERLOCK CALL	,	INTERLOCK CALL	,	INTERLOCK CALL	,	INTERLOCK CALL
593	,	BtnStatisticsDBMessage[2]	,	CFormStatisticsDBMessage	,	TERMINAL CALL	,	TERMINAL CALL	,	TERMINAL CALL	,	TERMINAL CALL
594	,	BtnSaveToCsv	,	CFormStatisticsDBMessage	,	CSV로 저장	,	SAVE TO CSV	,	SAVE TO CSV	,	SAVE TO CSV
595	,	BtnSelectAsc	,	CFormStatisticsDBMessage	,	검색 (오름차순)	,	SELECT (ASC)	,	SELECT (ASC)	,	Tìm kiếm (thứ tự tăng dần) ( SELECT (ASC) )
596	,	BtnSelectDesc	,	CFormStatisticsDBMessage	,	검색 (내림차순)	,	SELECT (DESC)	,	SELECT (DESC)	,	Tìm kiếm (thứ tự giảm dần) ( SELECT (DESC) )
597	,	BtnStatisticsDBProcessData[0]	,	CFormStatisticsDBProcessData	,	CELL	,	CELL	,	CELL	,	CELL
598	,	BtnStatisticsDBProcessData[1]	,	CFormStatisticsDBProcessData	,	JUDGEMENT	,	JUDGEMENT	,	JUDGEMENT	,	JUDGEMENT
599	,	BtnStatisticsDBProcessData[2]	,	CFormStatisticsDBProcessData	,	READER	,	READER	,	READER	,	READER
600	,	BtnStatisticsDBProcessData[3]	,	CFormStatisticsDBProcessData	,	VISION RESULT	,	VISION RESULT	,	VISION RESULT	,	VISION RESULT
601	,	BtnStatisticsDBProcessData[4]	,	CFormStatisticsDBProcessData	,	WORK ORDER	,	WORK ORDER	,	WORK ORDER	,	WORK ORDER
602	,	BtnStatisticsDBProcessData[5]	,	CFormStatisticsDBProcessData	,	TACT TIME	,	TACT TIME	,	TACT TIME	,	TACT TIME
603	,	BtnSaveToCsv	,	CFormStatisticsDBProcessData	,	CSV로 저장	,	SAVE TO CSV	,	SAVE TO CSV	,	SAVE TO CSV
604	,	BtnSelectAsc	,	CFormStatisticsDBProcessData	,	검색 (오름차순)	,	SELECT (ASC)	,	SELECT (ASC)	,	Tìm kiếm (thứ tự tăng dần) ( SELECT (ASC) )
605	,	BtnSelectDesc	,	CFormStatisticsDBProcessData	,	검색 (내림차순)	,	SELECT (DESC)	,	SELECT (DESC)	,	Tìm kiếm (thứ tự giảm dần) ( SELECT (DESC) )
606	,	BtnTitleEQPLossList	,	CFormStatisticsEQPLoss	,	설비 손실 시간	,	EQUIPMENT LOSS	,	EQUIPMENT LOSS	,	Mất thời gian thiết bị (EQUIPMENT LOSS )
607	,	BtnSaveToCsv	,	CFormStatisticsEQPLoss	,	CSV로 저장	,	SAVE TO CSV	,	SAVE TO CSV	,	SAVE TO CSV
608	,	BtnSelectAsc	,	CFormStatisticsEQPLoss	,	검색 (오름차순)	,	SELECT (ASC)	,	SELECT (ASC)	,	Tìm kiếm (thứ tự tăng dần) ( SELECT (ASC) )
609	,	BtnSelectDesc	,	CFormStatisticsEQPLoss	,	검색 (내림차순)	,	SELECT (DESC)	,	SELECT (DESC)	,	Tìm kiếm (thứ tự giảm dần) ( SELECT (DESC) )
610	,	BtnTitleEQtoEQLossList	,	CFormStatisticsEQtoEQLoss	,	인터페이스 손실 시간	,	EQ TO EQ LOSS	,	EQ TO EQ LOSS	,	Mất thời gian interface ( EQ TO EQ LOSS )
611	,	BtnSaveToCsv	,	CFormStatisticsEQtoEQLoss	,	CSV로 저장	,	SAVE TO CSV	,	SAVE TO CSV	,	SAVE TO CSV
612	,	BtnSelectAsc	,	CFormStatisticsEQtoEQLoss	,	검색 (오름차순)	,	SELECT (ASC)	,	SELECT (ASC)	,	Tìm kiếm (thứ tự tăng dần) ( SELECT (ASC) )
613	,	BtnSelectDesc	,	CFormStatisticsEQtoEQLoss	,	검색 (내림차순)	,	SELECT (DESC)	,	SELECT (DESC)	,	Tìm kiếm (thứ tự giảm dần) ( SELECT (DESC) )
614	,	BtnTitleEquipmentOperationMonitoring	,	CFormStatisticsEquipmentOperationMonitoring	,	설비 운영 모니터링	,	EQUIPMENT OPERATION MONITORING	,	EQUIPMENT OPERATION MONITORING	,	Giám sát vận hành thiết bị 
615	,	BtnSelect	,	CFormStatisticsEquipmentOperationMonitoring	,	검색	,	SELECT	,	SELECT	,	SELECT
616	,	BtnTitleProductionStatus	,	CFormStatisticsEquipmentOperationMonitoring	,	생산 현황	,	PRODUCTION LIST	,	PRODUCTION LIST	,	Tình hình sản xuất 
617	,	BtnTitleOperationStatus	,	CFormStatisticsEquipmentOperationMonitoring	,	가동 현황	,	OPERATION STATUS	,	OPERATION STATUS	,	Tình hình hoạt động 
618	,	BtnTitleNonOperationStatus	,	CFormStatisticsEquipmentOperationMonitoring	,	비가동 현황	,	NON OPERATION STATUS	,	NON OPERATION STATUS	,	Tình hình không hoạt động 
619	,	BtnTitleMomentaryStop	,	CFormStatisticsEquipmentOperationMonitoring	,	순간 정지 현황	,	MOMENTARY STOP	,	MOMENTARY STOP	,	Tình hình ngừng tạm thời 
620	,	BtnTitleTimeToRefair	,	CFormStatisticsEquipmentOperationMonitoring	,	장애 조치 시간	,	TIME TO REPAIR	,	TIME TO REPAIR	,	Thời gian cản trở xử lý 
621	,	BtnTitleMCRStatus	,	CFormStatisticsEquipmentOperationMonitoring	,	MCR 현황	,	MCR STATUS	,	MCR STATUS	,	Tình trạng MCR 
622	,	ProductionStatusKey[0]	,	CFormStatisticsEquipmentOperationMonitoring	,	생산량	,	OUT COUNT	,	OUT COUNT	,	Số lượng tiến hành chạy 
623	,	ProductionStatusKey[1]	,	CFormStatisticsEquipmentOperationMonitoring	,	BIN1 수량	,	BIN1 COUNT	,	BIN1 COUNT	,	Số lượng BIN1 
624	,	ProductionStatusKey[2]	,	CFormStatisticsEquipmentOperationMonitoring	,	BIN2 수량	,	BIN2 COUNT	,	BIN2 COUNT	,	Số lượng BIN2 
625	,	ProductionStatusKey[3]	,	CFormStatisticsEquipmentOperationMonitoring	,	BIN3 수량	,	BIN3 COUNT	,	BIN3 COUNT	,	Số lượng BIN3 
626	,	ProductionStatusKey[4]	,	CFormStatisticsEquipmentOperationMonitoring	,	REJECT 수량	,	REJECT COUNT	,	REJECT COUNT	,	Số lượng REJECT 
627	,	ProductionStatusToolTipKey[0]	,	CFormStatisticsEquipmentOperationMonitoring	,	생산량: 선택한 기간 중에 배출한 셀의 개수	,	OUT COUNT: Number of cells output during the selected period	,	OUT COUNT: Number of cells output during the selected period	,	OUT COUNT: Number of cells output during the selected period
628	,	ProductionStatusToolTipKey[1]	,	CFormStatisticsEquipmentOperationMonitoring	,	BIN1 수량: 선택한 기간 중에 배출한 BIN1 판정의 셀의 개수	,	BIN1 COUNT: Number of cells in BIN1 decision output during the selected period	,	BIN1 COUNT: Number of cells in BIN1 decision output during the selected period	,	BIN1 COUNT: Number of cells in BIN1 decision output during the selected period
629	,	ProductionStatusToolTipKey[2]	,	CFormStatisticsEquipmentOperationMonitoring	,	BIN2 수량: 선택한 기간 중에 배출한 BIN2 판정의 셀의 개수	,	BIN2 COUNT: Number of cells in BIN2 decision output during the selected period	,	BIN2 COUNT: Number of cells in BIN2 decision output during the selected period	,	BIN2 COUNT: Number of cells in BIN2 decision output during the selected period
630	,	ProductionStatusToolTipKey[3]	,	CFormStatisticsEquipmentOperationMonitoring	,	BIN3 수량: 선택한 기간 중에 배출한 BIN3 판정의 셀의 개수	,	BIN3 COUNT: Number of cells in BIN3 decision output during the selected period	,	BIN3 COUNT: Number of cells in BIN3 decision output during the selected period	,	BIN3 COUNT: Number of cells in BIN3 decision output during the selected period
631	,	ProductionStatusToolTipKey[4]	,	CFormStatisticsEquipmentOperationMonitoring	,	REJECT 수량: 선택한 기간중에 배출한 REJECT 판정의 셀의 개수	,	REJECT COUNT: Number of cells in REJECT decision output during the selected period	,	REJECT COUNT: Number of cells in REJECT decision output during the selected period	,	REJECT COUNT: Number of cells in REJECT decision output during the selected period
632	,	OperationStatusKey[0]	,	CFormStatisticsEquipmentOperationMonitoring	,	가동 시간	,	OPERATION TIME	,	OPERATION TIME	,	Thời gian chuyển động 
633	,	OperationStatusKey[1]	,	CFormStatisticsEquipmentOperationMonitoring	,	설비 다운 시간	,	EQP DOWN TIME	,	EQP DOWN TIME	,	EQP DOWN TIME
634	,	OperationStatusKey[2]	,	CFormStatisticsEquipmentOperationMonitoring	,	표준 시간	,	STANDARD TIME	,	STANDARD TIME	,	Thời gian tiêu chuẩn 
635	,	OperationStatusKey[3]	,	CFormStatisticsEquipmentOperationMonitoring	,	실 생산 시간	,	REAL PRODUCTION TIME	,	REAL PRODUCTION TIME	,	Thời gian thực tế sản xuất 
636	,	OperationStatusKey[4]	,	CFormStatisticsEquipmentOperationMonitoring	,	표준 생산 시간	,	STANDARD PRODUCTION TIME	,	STANDARD PRODUCTION TIME	,	Thời gian sản xuất theo tiêu chuẩn 
637	,	OperationStatusKey[5]	,	CFormStatisticsEquipmentOperationMonitoring	,	시간 가동율(%)	,	TIME OPERATION RATE(%)	,	TIME OPERATION RATE(%)	,	Thời gian tỷ lệ hoạt động ( % )
638	,	OperationStatusKey[6]	,	CFormStatisticsEquipmentOperationMonitoring	,	성능 가동율(%)	,	PERFORMANCE UTILIZATION RATE(%)	,	PERFORMANCE UTILIZATION RATE(%)	,	Hiệu suất sử dụng (%)
639	,	OperationStatusKey[7]	,	CFormStatisticsEquipmentOperationMonitoring	,	종합 효율(%)	,	TOTAL EFFICIENCY(%)	,	TOTAL EFFICIENCY(%)	,	Hiệu quả tổng thể (%)
640	,	OperationStatusToolTipKey[0]	,	CFormStatisticsEquipmentOperationMonitoring	,	가동 시간: 선택한 시작 날짜와 현재 시간 사이에 간격	,	OPERATION TIME: Interval between the selected start date and the current time	,	OPERATION TIME: Interval between the selected start date and the current time	,	OPERATION TIME: Interval between the selected start date and the current time
641	,	OperationStatusToolTipKey[1]	,	CFormStatisticsEquipmentOperationMonitoring	,	설비 다운 시간: 선택한 기간 중에 설비가 정지한 시간	,	EQP DOWN TIME: Time that the equipment stopped during the selected time period	,	EQP DOWN TIME: Time that the equipment stopped during the selected time period	,	EQP DOWN TIME: Time that the equipment stopped during the selected time period
642	,	OperationStatusToolTipKey[2]	,	CFormStatisticsEquipmentOperationMonitoring	,	표준 시간: 선택한 기간중에 제품 투입부터 배출까지 평균 시간	,	STANDARD TIME: Average amount of time over the selected period from ware input to output	,	STANDARD TIME: Average amount of time over the selected period from ware input to output	,	STANDARD TIME: Average amount of time over the selected period from ware input to output
643	,	OperationStatusToolTipKey[3]	,	CFormStatisticsEquipmentOperationMonitoring	,	실 생산 시간: 가동 시간 - 설비 다운 시간	,	REAL PRODUCTION TIME: OPERATION TIME - EQP DOWN TIME	,	REAL PRODUCTION TIME: OPERATION TIME - EQP DOWN TIME	,	REAL PRODUCTION TIME: OPERATION TIME - EQP DOWN TIME
644	,	OperationStatusToolTipKey[4]	,	CFormStatisticsEquipmentOperationMonitoring	,	표준 생산 시간: 표준 시간 * 생산량	,	STANDARD PRODUCTION TIME: STANDARD TIME * OUT COUNT	,	STANDARD PRODUCTION TIME: STANDARD TIME * OUT COUNT	,	STANDARD PRODUCTION TIME: STANDARD TIME * OUT COUNT
645	,	OperationStatusToolTipKey[5]	,	CFormStatisticsEquipmentOperationMonitoring	,	시간 가동율(%): 실 생산 시간 / 가동 시간 * 100	,	TIME OPERATION RATE(%): REAL PRODUCTION TIME / OPERATION TIME * 100	,	TIME OPERATION RATE(%): REAL PRODUCTION TIME / OPERATION TIME * 100	,	TIME OPERATION RATE(%): REAL PRODUCTION TIME / OPERATION TIME * 100
646	,	OperationStatusToolTipKey[6]	,	CFormStatisticsEquipmentOperationMonitoring	,	성능 가동율(%): 표준 생산 시간 / 가동 시간 * 100	,	PERFORMANCE UTILIZATION RATE(%): STANDARD PRODUCTION TIME / OPERATION TIME * 100	,	PERFORMANCE UTILIZATION RATE(%): STANDARD PRODUCTION TIME / OPERATION TIME * 100	,	PERFORMANCE UTILIZATION RATE(%): STANDARD PRODUCTION TIME / OPERATION TIME * 100
647	,	OperationStatusToolTipKey[7]	,	CFormStatisticsEquipmentOperationMonitoring	,	종합 효율(%)	,	TOTAL EFFICIENCY(%)	,	TOTAL EFFICIENCY(%)	,	TOTAL EFFICIENCY(%)
648	,	NonOperationStatusKey[0]	,	CFormStatisticsEquipmentOperationMonitoring	,	총 횟수	,	TOTAL COUNT	,	TOTAL COUNT	,	Tổng số lần
649	,	NonOperationStatusKey[1]	,	CFormStatisticsEquipmentOperationMonitoring	,	총 시간	,	TOTAL TIME	,	TOTAL TIME	,	Tổng thời gian
650	,	NonOperationStatusKey[2]	,	CFormStatisticsEquipmentOperationMonitoring	,	알람 횟수	,	ALARM COUNT	,	ALARM COUNT	,	Số lần ALARM 
651	,	NonOperationStatusKey[3]	,	CFormStatisticsEquipmentOperationMonitoring	,	알람 시간	,	ALARM TIME	,	ALARM TIME	,	ALARM TIME
652	,	NonOperationStatusKey[4]	,	CFormStatisticsEquipmentOperationMonitoring	,	설비 정지 횟수	,	EQP STOP COUNT	,	EQP STOP COUNT	,	Số lần dừng thiết bị 
653	,	NonOperationStatusKey[5]	,	CFormStatisticsEquipmentOperationMonitoring	,	설비 정지 시간	,	EQP STOP TIME	,	EQP STOP TIME	,	Thời gian dừng thiết bị 
654	,	NonOperationStatusKey[6]	,	CFormStatisticsEquipmentOperationMonitoring	,	상위 설비 손실 횟수	,	UPPER EQP LOSS COUNT	,	UPPER EQP LOSS COUNT	,	Số lần LOSS thiết bị UPPER ( UPPER EQP LOSS COUNT )
655	,	NonOperationStatusKey[7]	,	CFormStatisticsEquipmentOperationMonitoring	,	상위 설비 손실 시간	,	UPPER EQP LOSS TIME	,	UPPER EQP LOSS TIME	,	 Mất thời gian thiết bị UPPER  (UPPER EQP LOSS TIME )
656	,	NonOperationStatusKey[8]	,	CFormStatisticsEquipmentOperationMonitoring	,	하위 설비 손실 횟수	,	LOWRE EQP LOSS COUNT	,	LOWRE EQP LOSS COUNT	,	Số lần LOSS thiết bị LOWER ( LOWER EQP LOSS COUNT )
657	,	NonOperationStatusKey[9]	,	CFormStatisticsEquipmentOperationMonitoring	,	하위 설비 손실 시간	,	LOWER EQP LOSS TIME	,	LOWER EQP LOSS TIME	,	 Mất thời gian thiết bị LOWER  (LOWER EQP LOSS TIME )
658	,	NonOperationStatusToolTipKey[0]	,	CFormStatisticsEquipmentOperationMonitoring	,	총 횟수: 알람 횟수 + 설비 정지 횟수 + 상위 설비 손실 횟수 + 하위 설비 손실 횟수	,	TOTAL COUNT: ALARM COUNT + EQP STOP COUNT + UPPER EQP LOSS COUNT + LOWER EQP LOSS COUNT	,	TOTAL COUNT: ALARM COUNT + EQP STOP COUNT + UPPER EQP LOSS COUNT + LOWER EQP LOSS COUNT	,	TOTAL COUNT: ALARM COUNT + EQP STOP COUNT + UPPER EQP LOSS COUNT + LOWER EQP LOSS COUNT
659	,	NonOperationStatusToolTipKey[1]	,	CFormStatisticsEquipmentOperationMonitoring	,	총 시간: 알람 시간 + 설비 정지 시간 + 상위 설비 손실 시간 + 하위 설비 손실 시간	,	TOTAL TIME: ALARM TIME + EQP STOP TIME + UPPER EQP LOSS TIME + LOWER EQP LOSS TIME	,	TOTAL TIME: ALARM TIME + EQP STOP TIME + UPPER EQP LOSS TIME + LOWER EQP LOSS TIME	,	TOTAL TIME: ALARM TIME + EQP STOP TIME + UPPER EQP LOSS TIME + LOWER EQP LOSS TIME
